id,count
0,91.0
1,244.1
2,87.43
4,29.33
5,60.63
10,122.15
11,172.14
12,329.89
15,29.65
17,122.59
18,302.35
23,246.87
25,110.74
26,37.1
31,207.43
39,159.01
40,24.31
41,199.38
42,383.31
43,167.42
51,235.74
52,86.9
54,16.39
60,139.47
61,152.79
62,112.83
63,26.19
65,119.06
66,112.52
68,142.92
71,67.4
80,28.57
82,68.35
94,133.19
98,283.92
101,28.8
102,123.93
107,112.46
112,209.56
113,79.82
115,56.3
116,119.76
120,159.62
121,80.56
122,343.36
132,198.61
143,98.51
147,63.78
150,17.98
151,88.48
152,253.01
153,92.65
155,167.82
156,84.44
159,202.78
161,155.63
163,43.67
177,174.71
186,15.85
188,18.28
190,98.05
191,87.67
192,259.82
195,317.57
200,141.89
209,311.68
210,14.94
211,207.06
214,141.57
215,25.35
218,100.64
219,32.15
222,151.72
225,14.02
228,321.04
236,233.4
241,37.41
242,186.08
243,237.66
245,17.25
247,250.44
251,131.98
252,93.89
253,88.07
254,97.36
258,315.04
260,49.83
261,166.16
265,114.43
266,285.26
267,304.17
269,160.15
270,67.19
275,100.86
278,39.54
279,85.85
286,107.67
287,29.35
288,212.2
289,141.58
293,19.85
294,159.18
297,35.41
302,121.71
303,61.55
304,63.14
307,102.17
309,18.42
311,175.38
312,116.61
314,188.01
315,243.49
319,159.37
322,115.76
323,65.04
325,134.58
327,244.62
330,37.93
332,216.75
333,19.33
338,100.22
341,110.41
345,202.7
348,122.26
349,46.42
350,119.27
352,52.1
355,17.65
356,235.54
358,57.45
363,132.9
369,153.3
371,20.58
372,146.0
375,318.6
380,133.9
388,45.41
391,155.47
392,272.67
393,377.35
394,197.0
396,27.37
401,38.0
407,107.4
409,90.37
410,118.64
416,113.93
418,124.05
420,156.68
421,205.08
422,135.5
424,297.63
428,338.06
429,201.68
431,169.03
435,14.9
439,115.58
441,13.9
447,99.22
449,150.47
451,139.04
452,17.69
454,216.74
458,202.65
463,121.59
467,16.19
470,248.83
471,158.25
474,300.54
478,17.68
483,119.57
484,131.82
485,83.0
486,123.8
491,103.33
494,97.39
495,241.38
497,202.34
499,161.42
515,112.0
518,209.57
521,180.71
525,170.59
529,264.52
532,151.55
534,108.27
540,112.6
544,304.44
547,163.52
549,45.12
563,35.22
564,144.86
567,121.39
572,109.95
577,135.8
578,270.18
585,347.14
588,141.66
589,116.53
590,103.27
592,17.64
594,249.1
596,16.2
598,344.05
599,141.89
605,37.26
606,128.83
607,259.36
608,227.95
609,65.01
610,284.37
611,183.5
614,132.81
615,202.09
616,251.6
617,128.27
618,260.2
624,116.11
629,134.25
631,90.6
633,94.15
637,24.71
638,101.5
643,63.63
644,134.63
645,37.06
646,207.39
648,208.21
650,38.38
651,206.79
652,261.23
656,118.59
657,18.39
659,85.06
660,214.09
662,100.21
665,379.06
675,330.52
681,159.14
682,219.29
685,22.4
686,224.29
689,25.55
696,145.0
703,138.35
704,96.44
705,136.22
714,231.25
717,100.53
718,15.65
720,92.9
721,256.45
723,230.28
726,194.03
728,137.08
730,208.02
731,27.36
734,340.23
737,87.87
738,20.46
745,178.3
746,27.15
749,226.75
752,26.39
753,166.86
758,233.35
765,17.53
766,222.26
768,89.12
769,197.87
774,133.6
775,107.72
781,54.35
784,336.01
794,19.52
795,277.02
796,75.16
802,154.77
803,220.4
805,34.23
806,293.86
807,100.5
809,17.98
810,171.89
812,195.9
814,113.0
818,249.03
819,144.63
825,72.33
836,110.81
839,116.9
847,261.08
848,174.36
851,118.72
852,133.24
853,34.07
857,137.99
858,40.93
859,226.55
861,24.97
867,95.79
870,226.4
871,212.45
872,227.62
874,358.95
881,215.46
886,131.21
890,54.0
895,172.89
899,88.49
900,272.49
901,258.41
902,252.61
903,39.19
913,266.72
918,198.43
923,125.51
924,39.7
926,27.28
927,19.42
930,219.44
934,32.99
937,132.69
939,151.49
941,92.3
942,377.72
946,283.52
950,96.13
953,88.96
959,87.73
961,30.72
962,95.45
964,80.89
969,195.74
971,147.08
976,36.39
978,245.79
980,248.38
981,148.27
990,374.51
993,18.07
996,20.32
998,328.91
999,184.97
1006,117.75
1008,16.3
1013,29.56
1015,100.69
1016,116.5
1022,310.63
1026,228.22
1028,250.64
1031,67.9
1034,45.93
1037,203.79
1040,62.04
1042,20.09
1046,18.73
1048,96.41
1049,108.48
1050,66.41
1051,198.14
1052,238.65
1055,189.5
1060,146.62
1064,30.32
1066,76.14
1071,97.73
1073,15.99
1089,194.15
1091,100.42
1092,76.02
1093,219.53
1096,325.22
1097,216.88
1098,18.74
1099,40.15
1102,174.47
1107,98.95
