id,count
0,90.0
1,252.0
2,82.0
4,23.0
5,59.0
10,112.0
11,151.0
12,294.0
15,23.0
17,120.0
18,290.0
23,238.0
25,117.0
26,36.0
31,260.0
39,137.0
40,20.0
41,228.0
42,301.0
43,165.0
51,209.0
52,69.0
54,20.0
60,125.0
61,140.0
62,106.0
63,20.0
65,107.0
66,108.0
68,136.0
71,85.0
80,21.0
82,56.0
94,134.0
98,260.0
101,23.0
102,141.0
107,99.0
112,206.0
113,76.0
115,51.0
116,111.0
120,142.0
121,82.0
122,293.0
132,198.0
143,79.0
147,56.0
150,20.0
151,90.0
152,243.0
153,91.0
155,171.0
156,56.0
159,158.0
161,134.0
163,36.0
177,161.0
186,20.0
188,19.0
190,88.0
191,84.0
192,264.0
195,292.0
200,183.0
209,290.0
210,20.0
211,209.0
214,178.0
215,21.0
218,107.0
219,36.0
222,150.0
225,20.0
228,292.0
236,187.0
241,22.0
242,176.0
243,209.0
245,20.0
247,284.0
251,136.0
252,80.0
253,90.0
254,87.0
258,274.0
260,54.0
261,140.0
265,91.0
266,281.0
267,288.0
269,182.0
270,56.0
275,106.0
278,36.0
279,90.0
286,89.0
287,20.0
288,215.0
289,184.0
293,20.0
294,165.0
297,43.0
302,108.0
303,78.0
304,57.0
307,106.0
309,20.0
311,161.0
312,152.0
314,207.0
315,207.0
319,194.0
322,110.0
323,55.0
325,127.0
327,278.0
330,36.0
332,179.0
333,20.0
338,106.0
341,104.0
345,243.0
348,135.0
349,36.0
350,109.0
352,52.0
355,18.0
356,188.0
358,53.0
363,123.0
369,168.0
371,20.0
372,143.0
375,286.0
380,124.0
388,36.0
391,139.0
392,281.0
393,296.0
394,187.0
396,21.0
401,22.0
407,80.0
409,92.0
410,109.0
416,123.0
418,107.0
420,143.0
421,182.0
422,127.0
424,290.0
428,290.0
429,245.0
431,181.0
435,19.0
439,107.0
441,20.0
447,90.0
449,142.0
451,142.0
452,20.0
454,198.0
458,247.0
463,138.0
467,20.0
470,251.0
471,161.0
474,288.0
478,20.0
483,107.0
484,128.0
485,92.0
486,132.0
491,105.0
494,106.0
495,273.0
497,226.0
499,178.0
515,117.0
518,205.0
521,170.0
525,139.0
529,242.0
532,128.0
534,85.0
540,92.0
544,285.0
547,182.0
549,36.0
563,36.0
564,160.0
567,108.0
572,117.0
577,125.0
578,243.0
585,296.0
588,141.0
589,123.0
590,105.0
592,20.0
594,246.0
596,20.0
598,300.0
599,134.0
605,23.0
606,122.0
607,281.0
608,212.0
609,55.0
610,289.0
611,176.0
614,138.0
615,201.0
616,279.0
617,124.0
618,257.0
624,107.0
629,138.0
631,91.0
633,88.0
637,21.0
638,106.0
643,55.0
644,183.0
645,36.0
646,202.0
648,201.0
650,22.0
651,182.0
652,289.0
656,149.0
657,20.0
659,91.0
660,218.0
662,106.0
